,title,author,date,category,word,count
3018,THE BALCONY,Charles Baudelaire,1820,Love Poems,head,1
3017,THE BALCONY,Charles Baudelaire,1820,Love Poems,see,1
1235,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,hear,1
1236,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,story,1
2840,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,because,1
2839,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,everywhere,1
2838,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,sky,1
2638,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,encircling,1
2670,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,roll,1
2669,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,began,1
2668,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,centuries,1
2667,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,hadsince,1
2666,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,brain,1
2665,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,body,1
2664,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,heart,1
2663,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,youmind,1
2662,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,loved,1
2661,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,this,1
2660,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,thought,1
2659,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,knew,1
2658,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,fire,1
1305,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,thunders,1
1306,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,rolld,1
2654,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,through,1
2653,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,shot,1
2652,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,flame,1
2650,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,trembling,1
2649,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,pressure,1
2648,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,felt,1
2647,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,south,1
2646,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,sunkissed,1
2645,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,zephyr,1
2644,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,like,1
2643,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,harm,1
2642,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,impending,1
2641,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,shield,1
2640,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,though,1
2671,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,when,1
2672,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,melting,1
2673,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,answered,1
2689,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,idiot,1
2702,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,shun,1
2701,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,clay,1
2700,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,feet,1
2699,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,dullards,1
2698,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,dolts,1
2697,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,truth,1
1301,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,faintly,1
2695,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,borderlands,1
2694,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,along,1
2693,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,youth,1
2692,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,dew,1
2691,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,waste,1
2690,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,earth,1
2688,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,one,1
2674,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,mine,1
2687,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,into,1
2686,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,melted,1
2685,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,souls,1
2684,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,two,1
1302,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fired,1
2682,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,done,1
2681,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,miracle,1
2680,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,wondrous,1
2679,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,proclaimed,1
2678,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,divine,1
1303,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,single,1
2676,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,newborn,1
2675,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,eyes,1
2639,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,arm,1
2637,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,closer,1
2704,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,day,1
2635,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,clasped,1
2602,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,still,1
1315,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,ruin,1
2600,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,truncheon,1
2599,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,like,1
2598,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,fistss,1
2597,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,your,1
2596,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,doubt,1
2595,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,vexed,1
2593,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,cried,1
2592,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,pained,1
2591,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,explained,1
2590,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,knot,1
2589,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,sailor,1
2588,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,doubled,1
2587,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,buffet,1
1317,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,british,1
2585,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,dealt,1
2584,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,left,1
2583,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,paler,1
2582,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,much,1
2581,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,growing,1
2580,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,shuddered,1
2579,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,terror,1
2578,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,completed,1
2577,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,error,1
2576,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,curious,1
2575,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,society,1
2574,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,barred,1
2573,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,platewhich,1
2603,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,luncheon,1
2604,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,answered,1
1314,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,rushing,1
2621,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,kingdom,1
2634,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,reel,1
2633,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,senses,1
2632,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,made,1
1309,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,many,1
2630,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,fear,1
1310,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fold,1
2628,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,feel,1
2627,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,could,1
2626,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,solitude,1
2625,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,deep,1
2624,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,space,1
2623,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,call,1
2622,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,men,1
2620,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,empty,1
2606,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,out,1
1312,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,bravery,1
2618,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,embrace,1
1313,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fine,1
2616,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,locked,1
2615,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,close,1
2614,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,fled,1
2613,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,night,1
2612,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,rude,1
2611,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,curd,1
2610,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,absurd,1
2609,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,something,1
2608,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,whom,1
2607,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,"Guy Wetmore Carryl
                    (1873-1904)",1832,Humorous Poems,moral,1
2703,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,glorious,1
2705,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,past,1
2837,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,when,1
2772,AMORET,Mark Akenside (1721-1770),1887,Love Poems,frolic,1
2802,AMORET,Mark Akenside (1721-1770),1887,Love Poems,lily,1
2801,AMORET,Mark Akenside (1721-1770),1887,Love Poems,rose,1
2800,AMORET,Mark Akenside (1721-1770),1887,Love Poems,when,1
2799,AMORET,Mark Akenside (1721-1770),1887,Love Poems,heart,1
2798,AMORET,Mark Akenside (1721-1770),1887,Love Poems,subject,1
2797,AMORET,Mark Akenside (1721-1770),1887,Love Poems,enchant,1
2796,AMORET,Mark Akenside (1721-1770),1887,Love Poems,shall,1
2795,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sway,1
2794,AMORET,Mark Akenside (1721-1770),1887,Love Poems,unbounded,1
2793,AMORET,Mark Akenside (1721-1770),1887,Love Poems,most,1
2792,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gives,1
2791,AMORET,Mark Akenside (1721-1770),1887,Love Poems,part,1
2790,AMORET,Mark Akenside (1721-1770),1887,Love Poems,happiest,1
2789,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beautys,1
2788,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sure,1
1293,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fog,1
2786,AMORET,Mark Akenside (1721-1770),1887,Love Poems,where,1
2785,AMORET,Mark Akenside (1721-1770),1887,Love Poems,scenes,1
2784,AMORET,Mark Akenside (1721-1770),1887,Love Poems,eye,1
2783,AMORET,Mark Akenside (1721-1770),1887,Love Poems,brings,1
2782,AMORET,Mark Akenside (1721-1770),1887,Love Poems,memory,1
2781,AMORET,Mark Akenside (1721-1770),1887,Love Poems,clear,1
2780,AMORET,Mark Akenside (1721-1770),1887,Love Poems,prospect,1
2779,AMORET,Mark Akenside (1721-1770),1887,Love Poems,lifes,1
2778,AMORET,Mark Akenside (1721-1770),1887,Love Poems,make,1
2777,AMORET,Mark Akenside (1721-1770),1887,Love Poems,hours,1
2776,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sunshine,1
1294,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,morning,1
2774,AMORET,Mark Akenside (1721-1770),1887,Love Poems,add,1
2803,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fade,1
2804,AMORET,Mark Akenside (1721-1770),1887,Love Poems,away,1
2805,AMORET,Mark Akenside (1721-1770),1887,Love Poems,she,1
2823,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,god,1
2836,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,bad,1
2835,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,good,1
2834,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,thing,1
2833,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,how,1
2832,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,care,1
2831,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,fools,1
2830,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,would,1
2829,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,lovers,1
2828,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,glad,1
1286,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,waited,1
2826,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,head,1
2825,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,sin,1
2824,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,knows,1
1287,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,frown,1
2806,AMORET,Mark Akenside (1721-1770),1887,Love Poems,still,1
1288,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,greet,1
2820,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,i will,1
1289,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,welcome,1
1290,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,bulldogs,1
2817,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,them,1
2816,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,remember,1
2815,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,ill,1
2814,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,crows,1
2811,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,rying,1
2810,AMORET,Mark Akenside (1721-1770),1887,Love Poems,prime,1
2809,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sweet,1
2808,AMORET,Mark Akenside (1721-1770),1887,Love Poems,time,1
2807,AMORET,Mark Akenside (1721-1770),1887,Love Poems,spite,1
2773,AMORET,Mark Akenside (1721-1770),1887,Love Poems,cheer,1
2771,AMORET,Mark Akenside (1721-1770),1887,Love Poems,mirth,1
2706,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,all,1
2770,AMORET,Mark Akenside (1721-1770),1887,Love Poems,youth,1
2736,AMORET,Mark Akenside (1721-1770),1887,Love Poems,youths,1
2734,AMORET,Mark Akenside (1721-1770),1887,Love Poems,then,1
2733,AMORET,Mark Akenside (1721-1770),1887,Love Poems,please,1
2732,AMORET,Mark Akenside (1721-1770),1887,Love Poems,power,1
2731,AMORET,Mark Akenside (1721-1770),1887,Love Poems,native,1
2730,AMORET,Mark Akenside (1721-1770),1887,Love Poems,tried,1
2729,AMORET,Mark Akenside (1721-1770),1887,Love Poems,ought,1
2728,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beauty,1
2727,AMORET,Mark Akenside (1721-1770),1887,Love Poems,decrees,1
2726,AMORET,Mark Akenside (1721-1770),1887,Love Poems,loves,1
2725,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fixd,1
2724,AMORET,Mark Akenside (1721-1770),1887,Love Poems,decide,1
2723,AMORET,Mark Akenside (1721-1770),1887,Love Poems,bards,1
2722,AMORET,Mark Akenside (1721-1770),1887,Love Poems,tuneful,1
2721,AMORET,Mark Akenside (1721-1770),1887,Love Poems,rightly,1
2720,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,aftermath,1
2719,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,loves,1
2718,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,drunk,1
2717,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,left,1
2716,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,path,1
2715,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,swept,1
2714,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,procession,1
2713,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,swift,1
2712,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,air,1
2711,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,transparent,1
2710,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,years,1
2709,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,future,1
2708,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,bare,1
2707,AFTERMATH,"Guy Wetmore Carryl
                    (1873-1904)",1721,Love Poems,laid,1
2737,AMORET,Mark Akenside (1721-1770),1887,Love Poems,lovers,1
2738,AMORET,Mark Akenside (1721-1770),1887,Love Poems,what,1
2739,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fair,1
2756,AMORET,Mark Akenside (1721-1770),1887,Love Poems,studious,1
2769,AMORET,Mark Akenside (1721-1770),1887,Love Poems,powers,1
2768,AMORET,Mark Akenside (1721-1770),1887,Love Poems,music,1
2767,AMORET,Mark Akenside (1721-1770),1887,Love Poems,neither,1
2766,AMORET,Mark Akenside (1721-1770),1887,Love Poems,owe,1
2765,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gift,1
2764,AMORET,Mark Akenside (1721-1770),1887,Love Poems,whom,1
2763,AMORET,Mark Akenside (1721-1770),1887,Love Poems,think,1
1295,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,hid,1
2761,AMORET,Mark Akenside (1721-1770),1887,Love Poems,know,1
2760,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gladness,1
2759,AMORET,Mark Akenside (1721-1770),1887,Love Poems,instant,1
2758,AMORET,Mark Akenside (1721-1770),1887,Love Poems,naught,1
2757,AMORET,Mark Akenside (1721-1770),1887,Love Poems,seen,1
2755,AMORET,Mark Akenside (1721-1770),1887,Love Poems,little,1
2740,AMORET,Mark Akenside (1721-1770),1887,Love Poems,can,1
2754,AMORET,Mark Akenside (1721-1770),1887,Love Poems,while,1
1296,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,sight,1
2752,AMORET,Mark Akenside (1721-1770),1887,Love Poems,artless,1
2751,AMORET,Mark Akenside (1721-1770),1887,Love Poems,yetshe,1
2750,AMORET,Mark Akenside (1721-1770),1887,Love Poems,mien,1
1298,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,thread,1
2748,AMORET,Mark Akenside (1721-1770),1887,Love Poems,speaking,1
2747,AMORET,Mark Akenside (1721-1770),1887,Love Poems,wisdom,1
2746,AMORET,Mark Akenside (1721-1770),1887,Love Poems,smile,1
2745,AMORET,Mark Akenside (1721-1770),1887,Love Poems,unsullied,1
2744,AMORET,Mark Akenside (1721-1770),1887,Love Poems,bright,1
2743,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beholt,1
2742,AMORET,Mark Akenside (1721-1770),1887,Love Poems,excel,1
3122,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,strange,1
3123,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,sorters,1
3124,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,expressive,1
3462,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,there,1
3494,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,without,1
3493,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,roar,1
3492,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,smothered,1
1110,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,love,1
3490,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,shouts,1
1111,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,brotherly,1
1113,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,pardons,1
1114,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,very,1
3486,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,calmly,1
3485,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,stood,1
3484,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,easternborn,1
1115,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,shouts,1
1116,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,highhoarse,1
3481,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,name,1
3480,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,reveal,1
1117,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,ire,1
3478,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,should,1
3477,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,soul,1
3476,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,heroic,1
3475,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,whose,1
3474,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,sailor,1
3472,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,run,1
3471,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,reply,1
3470,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,made,1
1119,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,redcoats,1
