,title,author,date,category,word,count
1621,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,gray,1
1622,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,erect,1
1623,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,thin,1
1624,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,pallid,1
1625,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,bay,1
1626,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,baffled,1
1627,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fever,1
1628,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,each,1
1629,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,limb,1
1630,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,swamps,1
1631,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,alabama,1
1632,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,done,1
1633,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,spite,1
1634,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,fasting,1
1635,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,hours,1
1759,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,throng,1
1761,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,gathered,1
1763,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,aid,1
1905,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,dukedoms,1
1895,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,more,1
1896,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,build,1
1897,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,foaming,1
1899,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,city,1
1902,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,labor,1
1903,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,overpay,1
1904,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,grant,1
1906,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,few,1
1892,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,has,1
1907,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,hold,1
1910,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,equal,1
1911,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,sunday,1
1912,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,pew,1
1913,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,monday,1
1914,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,mall,1
1922,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,noble,1
1893,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,lords,1
1891,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,palaces,1
1857,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,dauntless,1
1878,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,lads,1
1859,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,praise,1
1860,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,merchant,1
1870,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,rocked,1
1872,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,deep,1
1874,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,told,1
1876,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,winds,1
1877,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,sung,1
1879,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,sleep,1
1890,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,groans,1
1881,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,free,1
1882,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,bold,1
1883,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,refuse,1
1884,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,slaves,1
1885,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,empire,1
1887,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,caves,1
1889,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,europe,1
1923,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,craftsmen,1
1924,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,promote,1
1925,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,disown,1
1961,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,away,1
1951,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,fair,1
1952,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,planted,1
1954,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,behind,1
1957,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,western,1
1958,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,declined,1
1959,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,prairie,1
1960,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,stretched,1
1962,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,care,1
1926,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,knave,1
1963,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,though,1
1964,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,rival,1
1965,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,cities,1
1966,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,soar,1
1967,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,along,1
1968,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,stormy,1
1969,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,coast,1
1950,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,stride,1
1948,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,feet,1
1947,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,worn,1
1946,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,pavements,1
1927,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,fool,1
1929,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,vote,1
1930,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,child,1
1931,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,school,1
1933,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,then,1
1934,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,nevermore,1
1935,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,again,1
1936,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,wild,1
1938,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,barberry,1
1939,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,thorn,1
1940,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,hung,1
1941,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,out,1
1942,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,summer,1
1943,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,pride,1
1945,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,heated,1
1858,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,ways,1
1854,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,freeman,1
1764,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,other,1
1795,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,broken,1
1788,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,rowed,1
1789,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,many,1
1790,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,like,1
1791,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,tunnies,1
1792,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,some,1
1793,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,shoal,1
1794,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,fish,1
1796,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,fragments,1
1785,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,corpses,1
1797,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,wrecks,1
1798,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,clove,1
1799,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,cry,1
1800,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,lamentation,1
1801,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,briny,1
1802,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,till,1
1803,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,black,1
1787,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,disordered,1
1784,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,headlands,1
1851,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,intent,1
1773,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,round,1
1765,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,own,1
1766,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,bows,1
1768,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,shattered,1
1769,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,naval,1
1770,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,vessels,1
1771,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,unskillfully,1
1772,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,smiting,1
1774,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,about,1
1783,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,reefs,1
1775,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,hulls,1
1776,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,overset,1
1777,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,hid,1
1778,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,sight,1
1779,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,covered,1
1780,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,wreckage,1
1781,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,death,1
1804,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,darkness,1
1805,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,eye,1
1806,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,did,1
1837,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,took,1
1827,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,hilltops,1
1828,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,three,1
1829,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,looked,1
1830,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,eastward,1
1831,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,farms,1
1832,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,twice,1
1835,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,flowing,1
1839,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,arms,1
1807,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,rescue,1
1841,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,yore,1
1842,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,stout,1
1844,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,sailed,1
1845,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,bread,1
1846,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,every,1
1847,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,shore,1
1849,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,went,1
1826,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,nook,1
1825,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,rocky,1
1824,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,multitude,1
1823,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,great,1
1808,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,number,1
1809,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,griefs,1
1810,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,though,1
1811,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,ten,1
1812,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,days,1
1813,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,talked,1
1814,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,together,1
1815,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,fully,1
1816,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,tell,1
1817,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,this,1
1818,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,know,1
1819,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,well,1
1820,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,never,1
1821,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,one,1
1822,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,perished,1
2325,A BUBBLE,Ambrose Bierce (1842-1914),1863,Humorous Poems,say,1
2327,A BUBBLE,Ambrose Bierce (1842-1914),1863,Humorous Poems,look,1
3082,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,village,1
2802,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,voice,1
2795,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,thing,1
2796,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,good,1
2797,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,bad,1
2798,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,when,1
2799,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,sky,1
2800,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,everywhere,1
2801,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,because,1
2803,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,like,1
2793,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,care,1
2804,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,rain,1
2805,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,kiss,1
2806,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,wine,1
2807,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,bread,1
2808,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,better,1
2809,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,than,1
2810,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,fathers,1
2794,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,how,1
2792,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,fools,1
2812,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,took,1
2778,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,remember,1
2769,AMORET,Mark Akenside (1721-1770),1887,Love Poems,spite,1
2770,AMORET,Mark Akenside (1721-1770),1887,Love Poems,time,1
2771,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sweet,1
2772,AMORET,Mark Akenside (1721-1770),1887,Love Poems,prime,1
2773,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,rying,1
2776,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,crows,1
2777,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,ill,1
2779,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,them,1
2791,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,would,1
2781,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,i will,1
2784,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,god,1
2785,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,knows,1
2786,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,sin,1
2787,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,head,1
2789,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,glad,1
2790,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,lovers,1
2811,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,grain,1
2813,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,where,1
2861,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,lucresse,1
2846,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,beautes,1
2837,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,manere,1
2838,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,penalopee,1
2839,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,marcia,1
2840,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,catoun,1
2841,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,mak,1
2843,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,wyfhod,1
2844,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,comparisoun,1
2847,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,isoude,1
2835,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,jonathas,1
2848,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,eleyne,1
2854,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,faire,1
2855,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,body,1
2856,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,lat,1
2857,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,hit,1
2858,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,nat,1
2859,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,appere,1
2836,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,frendly,1
2834,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,hyd,1
2814,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,spoke,1
2822,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,blackbirds,1
2815,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,breasts,1
2816,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,snow,1
2817,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,burning,1
2818,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,mouth,1
2819,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,crying,1
2820,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,drifting,1
2821,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,smoke,1
2823,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,south,1
2833,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,adoun,1
2824,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,absolon,1
2826,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,gilte,1
2827,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,tresses,1
2828,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,clere,1
2829,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,ester,1
2830,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,ley,1
2832,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,mekness,1
2768,AMORET,Mark Akenside (1721-1770),1887,Love Poems,still,1
2767,AMORET,Mark Akenside (1721-1770),1887,Love Poems,away,1
2766,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fade,1
2714,AMORET,Mark Akenside (1721-1770),1887,Love Poems,mien,1
2707,AMORET,Mark Akenside (1721-1770),1887,Love Poems,excel,1
2708,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beholt,1
2709,AMORET,Mark Akenside (1721-1770),1887,Love Poems,bright,1
2710,AMORET,Mark Akenside (1721-1770),1887,Love Poems,unsullied,1
2711,AMORET,Mark Akenside (1721-1770),1887,Love Poems,smile,1
2712,AMORET,Mark Akenside (1721-1770),1887,Love Poems,wisdom,1
2713,AMORET,Mark Akenside (1721-1770),1887,Love Poems,speaking,1
2715,AMORET,Mark Akenside (1721-1770),1887,Love Poems,yetshe,1
2704,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fair,1
2716,AMORET,Mark Akenside (1721-1770),1887,Love Poems,artless,1
2717,AMORET,Mark Akenside (1721-1770),1887,Love Poems,while,1
2718,AMORET,Mark Akenside (1721-1770),1887,Love Poems,little,1
2719,AMORET,Mark Akenside (1721-1770),1887,Love Poems,studious,1
2720,AMORET,Mark Akenside (1721-1770),1887,Love Poems,seen,1
2721,AMORET,Mark Akenside (1721-1770),1887,Love Poems,naught,1
2722,AMORET,Mark Akenside (1721-1770),1887,Love Poems,instant,1
2705,AMORET,Mark Akenside (1721-1770),1887,Love Poems,can,1
2703,AMORET,Mark Akenside (1721-1770),1887,Love Poems,what,1
2765,AMORET,Mark Akenside (1721-1770),1887,Love Poems,lily,1
2692,AMORET,Mark Akenside (1721-1770),1887,Love Poems,decrees,1
2685,AFTERMATH,Guy Wetmore Carryl                    (1873-1904),1721,Love Poems,aftermath,1
2686,AMORET,Mark Akenside (1721-1770),1887,Love Poems,rightly,1
2687,AMORET,Mark Akenside (1721-1770),1887,Love Poems,tuneful,1
2688,AMORET,Mark Akenside (1721-1770),1887,Love Poems,bards,1
2689,AMORET,Mark Akenside (1721-1770),1887,Love Poems,decide,1
2690,AMORET,Mark Akenside (1721-1770),1887,Love Poems,fixd,1
2691,AMORET,Mark Akenside (1721-1770),1887,Love Poems,loves,1
2693,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beauty,1
2702,AMORET,Mark Akenside (1721-1770),1887,Love Poems,lovers,1
2694,AMORET,Mark Akenside (1721-1770),1887,Love Poems,ought,1
2695,AMORET,Mark Akenside (1721-1770),1887,Love Poems,tried,1
2696,AMORET,Mark Akenside (1721-1770),1887,Love Poems,native,1
2697,AMORET,Mark Akenside (1721-1770),1887,Love Poems,power,1
2698,AMORET,Mark Akenside (1721-1770),1887,Love Poems,please,1
2699,AMORET,Mark Akenside (1721-1770),1887,Love Poems,then,1
2701,AMORET,Mark Akenside (1721-1770),1887,Love Poems,youths,1
2723,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gladness,1
2724,AMORET,Mark Akenside (1721-1770),1887,Love Poems,know,1
2726,AMORET,Mark Akenside (1721-1770),1887,Love Poems,think,1
2756,AMORET,Mark Akenside (1721-1770),1887,Love Poems,most,1
2748,AMORET,Mark Akenside (1721-1770),1887,Love Poems,scenes,1
2749,AMORET,Mark Akenside (1721-1770),1887,Love Poems,where,1
2751,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sure,1
2752,AMORET,Mark Akenside (1721-1770),1887,Love Poems,beautys,1
2753,AMORET,Mark Akenside (1721-1770),1887,Love Poems,happiest,1
2754,AMORET,Mark Akenside (1721-1770),1887,Love Poems,part,1
2755,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gives,1
2757,AMORET,Mark Akenside (1721-1770),1887,Love Poems,unbounded,1
2727,AMORET,Mark Akenside (1721-1770),1887,Love Poems,whom,1
2758,AMORET,Mark Akenside (1721-1770),1887,Love Poems,sway,1
2759,AMORET,Mark Akenside (1721-1770),1887,Love Poems,shall,1
2760,AMORET,Mark Akenside (1721-1770),1887,Love Poems,enchant,1
2761,AMORET,Mark Akenside (1721-1770),1887,Love Poems,subject,1
2762,AMORET,Mark Akenside (1721-1770),1887,Love Poems,heart,1
2763,AMORET,Mark Akenside (1721-1770),1887,Love Poems,when,1
2764,AMORET,Mark Akenside (1721-1770),1887,Love Poems,rose,1
2747,AMORET,Mark Akenside (1721-1770),1887,Love Poems,eye,1
2746,AMORET,Mark Akenside (1721-1770),1887,Love Poems,brings,1
2745,AMORET,Mark Akenside (1721-1770),1887,Love Poems,memory,1
2744,AMORET,Mark Akenside (1721-1770),1887,Love Poems,clear,1
2728,AMORET,Mark Akenside (1721-1770),1887,Love Poems,gift,1
2729,AMORET,Mark Akenside (1721-1770),1887,Love Poems,owe,1
2730,AMORET,Mark Akenside (1721-1770),1887,Love Poems,neither,1
2731,AMORET,Mark Akenside (1721-1770),1887,Love Poems,music,1
